"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Carbonic anhydrase 5A, mitochondrial","CA5A","P35218","CHEMBL4789","Lyase","0.266868527121139","33 /  26   "
"Stromal cell-derived factor 1","CXCL12","P48061","CHEMBL3286074","Secreted protein","0.24264763979468276","28 /  26   "
"Interleukin-6","IL6","P05231","CHEMBL1795129","Secreted protein","0.18506440927988888","4 /  2   "
"Estrogen receptor","ESR1","P03372","CHEMBL206","Nuclear receptor","0.18464910250725805","2400 /  378   "
"Farnesyl pyrophosphate synthase","FDPS","P14324","CHEMBL1782","Transferase","0.18448747822099298","137 /  4   "
"Cytochrome P450 2C9","CYP2C9","P11712","CHEMBL3397","Cytochrome P450","0.1542137943154141","14 /  4   "
"Neutrophil elastase","ELANE","P08246","CHEMBL248","Protease","0.14992020004087675","60 /  15   "
"Thioredoxin reductase 1, cytoplasmic","TXNRD1","Q16881","CHEMBL1927","Oxidoreductase","0.1406203065324116","6 /  5   "
"Bifunctional epoxide hydrolase 2","EPHX2","P34913","CHEMBL2409","Protease","0.1325015701371562","45 /  20   "
"Transthyretin","TTR","P02766","CHEMBL3194","Secreted protein","0.12388859211456099","70 /  23   "
"Prostaglandin G/H synthase 2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.12372200499095916","298 /  210   "
"Ribosyldihydronicotinamide dehydrogenase [quinone]","NQO2","P16083","CHEMBL3959","Oxidoreductase","0.11899315004624549","38 /  24   "
"Tyrosine-protein phosphatase non-receptor type 1","PTPN1","P18031","CHEMBL335","Phosphatase","0.11718685391839816","669 /  88   "
"5-hydroxytryptamine receptor 2C","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.11468204036161116","94 /  6   "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.11444769469029822","8 /  4   "
"Cytochrome P450 3A4","CYP3A4","P08684","CHEMBL340","Cytochrome P450","0.11444769469029822","20 /  4   "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.10869343705571817","258 /  76   "
"Cytochrome P450 2D6","CYP2D6","P10635","CHEMBL289","Cytochrome P450","0.10385748712953963","10 /  1   "
"Lymphocyte antigen 96","LY96","Q9Y6Y9","CHEMBL2375202","Surface antigen","0.10278673431253052","3 /  5   "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.09596224285937374","76 /  97   "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","0.09350277174998839","11 /  14   "
"Proto-oncogene tyrosine-protein kinase Src","SRC","P12931","CHEMBL267","Kinase","0.09256129084072662","520 /  11   "
"Cocaine esterase","CES2","O00748","CHEMBL3180","Hydrolase","0.08948858316600815","25 /  22   "
"Melatonin receptor type 1A","MTNR1A","P48039","CHEMBL1945","Family A G protein-coupled receptor","0.08209117475070521","15 /  8   "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.07379134255245681","152 /  12   "
"Cyclin-dependent kinase 4/cyclin D1","N/A","P11802&P24385","CHEMBL1907601","Kinase","0.0679911656836821","198 /  2   "
"Adenosine receptor A1","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.06671326365716224","149 /  2   "
"Adenosine receptor A2a","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.06671326365716224","214 /  3   "
