"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Melatonin receptor type 1B","MTNR1B","P49286","CHEMBL1946","Family A G protein-coupled receptor","0.09923384107474001","796 /  110   "
"Voltage-gated inwardly rectifying potassium channel KCNH2","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.09858667602565505","5646 /  102   "
"Cannabinoid receptor 2","CNR2","P34972","CHEMBL253","Family A G protein-coupled receptor","0.09213672050756183","2508 /  81   "
"Atypical chemokine receptor 3","ACKR3","P25106","CHEMBL2010631","Family A G protein-coupled receptor","0.08340882535581666","1251 /  29   "
"Methionine aminopeptidase 2","METAP2","P50579","CHEMBL3922","Protease","0.08049123583415774","658 /  15   "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.08018456721199212","6376 /  68   "
"Histone deacetylase 4","HDAC4","P56524","CHEMBL3524","Eraser","0.07778441049784354","921 /  7   "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.07699908636567361","2209 /  15   "
"Melatonin receptor type 1A","MTNR1A","P48039","CHEMBL1945","Family A G protein-coupled receptor","0.07566696012209742","850 /  137   "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.07468653811553475","2086 /  24   "
"Histone deacetylase 7","HDAC7","Q8WUI4","CHEMBL2716","Eraser","0.07468653811553475","256 /  4   "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.07430737515196328","1963 /  29   "
"Histone deacetylase 9","HDAC9","Q9UKV0","CHEMBL4145","Eraser","0.06953699374913233","288 /  5   "
"Cathepsin K","CTSK","P43235","CHEMBL268","Protease","0.06553350030578589","1503 /  17   "
